days_until_expiry,credential_age_days,dependency_count,privilege_level,environment,historical_rotation_failures,access_frequency_per_day,risk_level
30,343,1,HIGH,Staging,0,80,MEDIUM
76,116,8,HIGH,Development,0,462,MEDIUM
61,8,1,LOW,Production,0,204,LOW
65,208,1,MEDIUM,Production,0,808,MEDIUM
64,249,4,LOW,Development,0,36,LOW
85,194,0,MEDIUM,Staging,0,134,LOW
85,287,4,LOW,Development,0,20,LOW
12,262,1,LOW,Staging,2,476,MEDIUM
49,39,0,MEDIUM,Production,0,859,MEDIUM
7,73,3,LOW,Production,0,529,HIGH
3,284,1,MEDIUM,Production,0,502,HIGH
5,188,2,LOW,Production,0,593,HIGH
15,28,2,HIGH,Development,0,144,MEDIUM
132,144,0,ADMIN,Staging,0,537,MEDIUM
75,124,0,ADMIN,Production,3,79,HIGH
35,288,3,ADMIN,Staging,0,65,MEDIUM
104,337,0,MEDIUM,Development,0,87,LOW
5,23,0,LOW,Production,0,445,MEDIUM
88,335,0,HIGH,Production,0,809,MEDIUM
6,291,2,HIGH,Staging,0,573,HIGH
12,242,4,ADMIN,Production,0,755,HIGH
43,43,1,HIGH,Development,0,797,LOW
80,207,1,MEDIUM,Development,0,484,LOW
47,124,1,LOW,Testing,1,435,LOW
9,302,2,MEDIUM,Production,3,262,HIGH
25,117,1,ADMIN,Testing,3,934,HIGH
25,229,4,HIGH,Production,2,726,HIGH
137,82,1,MEDIUM,Development,0,849,LOW
33,159,3,LOW,Development,0,619,LOW
155,49,3,LOW,Development,0,150,LOW
7,325,0,MEDIUM,Staging,0,384,MEDIUM
91,342,0,MEDIUM,Testing,0,326,LOW
41,359,5,ADMIN,Production,0,118,HIGH
74,226,3,ADMIN,Staging,0,37,MEDIUM
76,238,2,LOW,Production,0,367,MEDIUM
2,202,1,MEDIUM,Production,0,226,HIGH
1,143,1,HIGH,Testing,2,904,HIGH
10,315,5,LOW,Staging,2,674,HIGH
122,352,2,HIGH,Staging,0,375,MEDIUM
67,204,2,LOW,Staging,2,935,MEDIUM
7,357,5,LOW,Production,3,517,HIGH
43,158,2,HIGH,Staging,2,388,HIGH
22,5,1,LOW,Testing,0,853,LOW
6,55,2,MEDIUM,Development,0,601,MEDIUM
15,49,0,LOW,Development,0,37,LOW
46,277,2,HIGH,Production,0,264,HIGH
4,70,3,LOW,Staging,0,922,MEDIUM
26,290,5,ADMIN,Production,0,612,HIGH
120,124,2,HIGH,Production,1,188,HIGH
7,131,2,ADMIN,Production,0,30,HIGH
82,116,3,LOW,Production,0,190,MEDIUM
81,88,0,HIGH,Development,1,542,MEDIUM
2,55,4,MEDIUM,Production,0,221,HIGH
87,238,3,MEDIUM,Production,0,725,MEDIUM
134,246,2,MEDIUM,Production,1,623,MEDIUM
24,89,4,LOW,Testing,0,908,MEDIUM
5,28,1,LOW,Staging,0,306,MEDIUM
5,143,1,HIGH,Production,3,675,HIGH
57,364,1,LOW,Staging,0,134,LOW
28,357,0,HIGH,Production,1,138,HIGH
1,67,2,MEDIUM,Production,0,912,HIGH
29,305,1,MEDIUM,Development,1,472,MEDIUM
4,37,3,MEDIUM,Production,0,617,HIGH
139,21,5,HIGH,Development,0,772,MEDIUM
84,35,3,LOW,Testing,0,159,LOW
62,188,2,HIGH,Production,1,866,HIGH
55,79,0,ADMIN,Production,0,408,MEDIUM
3,221,1,LOW,Staging,0,318,MEDIUM
31,193,1,LOW,Production,0,871,LOW
4,211,3,LOW,Development,1,761,MEDIUM
3,264,5,HIGH,Staging,0,45,HIGH
4,123,3,MEDIUM,Production,1,733,HIGH
45,123,5,HIGH,Development,0,293,MEDIUM
34,116,1,ADMIN,Testing,2,839,MEDIUM
84,271,2,HIGH,Development,0,741,MEDIUM
7,170,4,ADMIN,Staging,0,734,HIGH
14,289,2,HIGH,Testing,1,407,HIGH
117,65,0,HIGH,Staging,0,383,MEDIUM
89,175,1,HIGH,Development,0,151,LOW
7,123,0,ADMIN,Staging,1,287,HIGH
4,147,0,MEDIUM,Development,0,276,MEDIUM
21,163,5,MEDIUM,Production,0,834,HIGH
178,16,2,MEDIUM,Development,0,129,LOW
2,282,2,MEDIUM,Production,1,575,HIGH
58,133,1,LOW,Staging,0,916,LOW
173,347,0,LOW,Production,0,820,LOW
5,221,2,HIGH,Staging,0,197,HIGH
96,323,3,LOW,Development,1,838,LOW
72,24,0,MEDIUM,Production,2,500,HIGH
17,100,0,LOW,Testing,0,313,LOW
64,254,8,MEDIUM,Staging,1,208,MEDIUM
40,91,5,MEDIUM,Development,0,665,LOW
138,181,4,HIGH,Development,1,704,MEDIUM
5,316,1,LOW,Staging,0,627,MEDIUM
5,219,0,MEDIUM,Development,0,40,MEDIUM
9,255,4,LOW,Production,0,522,HIGH
9,80,1,HIGH,Production,0,870,HIGH
36,323,2,ADMIN,Testing,0,273,MEDIUM
51,68,0,MEDIUM,Production,2,226,HIGH
63,312,1,ADMIN,Testing,3,359,HIGH
176,324,5,HIGH,Production,0,367,HIGH
3,200,1,MEDIUM,Production,1,814,HIGH
1,204,3,ADMIN,Production,0,112,HIGH
162,63,3,LOW,Production,0,18,MEDIUM
73,147,3,LOW,Testing,0,853,LOW
77,24,1,HIGH,Production,0,79,MEDIUM
145,138,0,ADMIN,Production,0,945,MEDIUM
2,193,2,MEDIUM,Production,0,333,HIGH
82,10,1,MEDIUM,Production,0,167,MEDIUM
3,158,0,LOW,Production,0,254,HIGH
65,208,0,MEDIUM,Production,2,490,HIGH
168,95,0,LOW,Staging,0,696,LOW
28,327,6,MEDIUM,Production,2,706,HIGH
3,196,1,ADMIN,Production,0,529,HIGH
6,82,0,HIGH,Production,0,867,HIGH
17,146,2,MEDIUM,Development,0,6,MEDIUM
50,223,2,ADMIN,Development,0,463,MEDIUM
14,18,1,ADMIN,Production,0,28,HIGH
43,198,7,MEDIUM,Production,0,636,MEDIUM
28,292,3,MEDIUM,Development,0,215,MEDIUM
2,271,1,MEDIUM,Development,0,216,MEDIUM
49,287,4,LOW,Production,0,631,MEDIUM
50,150,3,ADMIN,Staging,0,268,MEDIUM
67,312,1,HIGH,Production,0,883,MEDIUM
125,136,0,MEDIUM,Staging,0,861,LOW
68,66,3,MEDIUM,Production,0,228,MEDIUM
3,5,8,HIGH,Testing,0,461,HIGH
9,266,1,HIGH,Development,0,731,MEDIUM
2,155,1,MEDIUM,Production,0,316,HIGH
5,183,0,LOW,Staging,0,213,MEDIUM
24,170,2,MEDIUM,Production,0,864,HIGH
118,134,3,LOW,Production,0,198,MEDIUM
119,282,1,MEDIUM,Staging,1,308,MEDIUM
2,128,1,LOW,Testing,0,192,MEDIUM
17,297,2,LOW,Staging,0,695,MEDIUM
9,363,5,MEDIUM,Production,0,292,HIGH
36,250,2,MEDIUM,Staging,0,481,MEDIUM
5,188,6,ADMIN,Staging,0,839,HIGH
42,82,1,ADMIN,Production,0,161,MEDIUM
52,56,1,LOW,Production,1,240,MEDIUM
7,220,4,LOW,Development,0,840,MEDIUM
70,162,1,ADMIN,Development,0,182,LOW
89,285,4,MEDIUM,Staging,1,179,MEDIUM
9,35,6,LOW,Staging,0,833,MEDIUM
111,339,4,ADMIN,Production,0,907,HIGH
16,53,4,MEDIUM,Staging,0,656,MEDIUM
167,94,6,MEDIUM,Production,0,373,MEDIUM
5,259,5,LOW,Production,0,164,HIGH
20,131,5,LOW,Staging,0,155,MEDIUM
67,52,0,MEDIUM,Testing,0,53,LOW
135,284,2,MEDIUM,Development,1,633,MEDIUM
9,19,4,ADMIN,Development,2,617,HIGH
53,57,2,LOW,Development,0,150,LOW
15,84,0,ADMIN,Testing,1,158,MEDIUM
82,331,1,MEDIUM,Development,2,935,MEDIUM
14,10,1,HIGH,Development,1,516,MEDIUM
60,6,5,MEDIUM,Production,0,391,MEDIUM
14,132,3,HIGH,Production,1,411,HIGH
6,255,2,HIGH,Production,0,168,HIGH
10,43,0,MEDIUM,Testing,0,33,LOW
1,211,1,MEDIUM,Production,0,330,HIGH
15,79,3,HIGH,Staging,0,642,HIGH
21,133,3,HIGH,Production,0,689,HIGH
72,21,0,LOW,Production,0,877,LOW
113,49,6,HIGH,Testing,0,83,MEDIUM
4,223,2,MEDIUM,Staging,0,416,HIGH
51,30,1,LOW,Staging,3,773,MEDIUM
163,255,2,HIGH,Development,0,255,LOW
127,205,3,MEDIUM,Production,0,126,MEDIUM
42,224,4,HIGH,Production,0,202,HIGH
4,112,4,MEDIUM,Development,0,755,MEDIUM
10,209,2,MEDIUM,Production,0,632,HIGH
1,282,0,HIGH,Staging,0,447,HIGH
3,101,3,LOW,Production,0,203,HIGH
18,92,1,LOW,Production,1,925,MEDIUM
5,290,4,HIGH,Staging,0,466,HIGH
122,91,4,HIGH,Staging,3,216,HIGH
14,43,2,MEDIUM,Testing,0,909,MEDIUM
5,283,1,MEDIUM,Production,0,5,HIGH
88,79,0,LOW,Testing,0,525,LOW
77,167,3,LOW,Production,0,722,MEDIUM
2,323,3,ADMIN,Development,1,176,HIGH
4,39,3,ADMIN,Development,0,460,MEDIUM
68,274,3,LOW,Testing,0,311,LOW
83,193,1,MEDIUM,Staging,2,413,MEDIUM
6,230,1,HIGH,Production,0,612,HIGH
69,322,3,ADMIN,Production,0,760,HIGH
22,317,2,LOW,Staging,0,316,MEDIUM
3,305,2,MEDIUM,Development,0,514,MEDIUM
100,100,4,MEDIUM,Staging,1,872,MEDIUM
22,205,3,MEDIUM,Staging,0,551,MEDIUM
3,310,1,MEDIUM,Development,0,830,MEDIUM
4,235,0,LOW,Staging,0,571,MEDIUM
16,54,4,LOW,Production,0,903,MEDIUM
61,277,2,MEDIUM,Production,0,759,MEDIUM
144,122,0,HIGH,Production,2,462,HIGH
14,200,4,ADMIN,Production,0,611,HIGH
8,50,2,HIGH,Testing,0,201,MEDIUM
3,246,5,ADMIN,Production,1,674,HIGH
38,219,1,MEDIUM,Development,0,53,LOW
167,202,2,ADMIN,Staging,0,437,MEDIUM
5,65,0,ADMIN,Production,1,630,HIGH
6,93,0,ADMIN,Production,0,246,HIGH
6,158,2,HIGH,Staging,0,559,HIGH
5,119,2,HIGH,Staging,0,505,HIGH
6,306,0,ADMIN,Production,0,408,HIGH
4,328,0,LOW,Development,2,511,MEDIUM
27,346,1,HIGH,Development,0,190,MEDIUM
3,60,7,MEDIUM,Production,0,382,HIGH
1,158,2,MEDIUM,Production,0,470,HIGH
19,271,3,MEDIUM,Staging,1,307,MEDIUM
68,293,2,HIGH,Development,0,872,LOW
2,100,0,LOW,Testing,0,90,MEDIUM
167,219,6,LOW,Testing,0,523,LOW
19,244,1,LOW,Production,0,573,MEDIUM
38,210,1,MEDIUM,Production,0,340,MEDIUM
163,183,2,MEDIUM,Production,0,304,MEDIUM
139,304,4,MEDIUM,Staging,0,71,MEDIUM
5,193,3,LOW,Testing,0,932,MEDIUM
3,305,2,HIGH,Staging,0,596,HIGH
37,210,3,ADMIN,Development,0,299,MEDIUM
79,235,2,MEDIUM,Development,0,579,LOW
28,267,0,MEDIUM,Testing,0,118,MEDIUM
22,276,3,LOW,Production,1,871,HIGH
65,232,5,LOW,Production,0,341,MEDIUM
81,106,2,MEDIUM,Production,0,168,MEDIUM
42,108,2,MEDIUM,Production,0,449,MEDIUM
1,173,2,LOW,Production,1,28,HIGH
59,190,1,HIGH,Production,0,440,HIGH
10,259,2,MEDIUM,Testing,0,744,MEDIUM
14,63,0,HIGH,Production,0,603,HIGH
5,162,1,LOW,Development,0,441,LOW
103,63,0,LOW,Development,0,905,LOW
134,272,2,LOW,Development,0,416,LOW
24,126,1,MEDIUM,Development,0,638,LOW
36,150,2,LOW,Development,0,671,LOW
5,178,4,MEDIUM,Staging,0,393,HIGH
156,242,2,MEDIUM,Staging,0,880,MEDIUM
134,152,1,MEDIUM,Development,0,831,LOW
33,357,2,LOW,Staging,2,654,MEDIUM
3,192,7,MEDIUM,Testing,0,690,HIGH
8,107,2,LOW,Production,2,526,HIGH
38,118,2,MEDIUM,Testing,0,27,LOW
56,338,5,MEDIUM,Production,0,713,MEDIUM
63,164,4,MEDIUM,Testing,0,881,MEDIUM
7,137,5,HIGH,Production,0,440,HIGH
84,18,1,ADMIN,Production,2,609,HIGH
14,184,7,MEDIUM,Production,0,244,HIGH
2,5,3,MEDIUM,Staging,0,120,HIGH
7,69,1,MEDIUM,Testing,0,45,MEDIUM
70,183,2,LOW,Testing,0,279,LOW
1,111,1,LOW,Production,0,804,HIGH
27,325,6,MEDIUM,Staging,0,288,MEDIUM
140,295,2,MEDIUM,Production,0,387,MEDIUM
5,356,3,MEDIUM,Development,0,434,MEDIUM
9,221,0,MEDIUM,Development,0,56,LOW
2,78,4,LOW,Production,0,348,HIGH
5,279,2,LOW,Production,0,481,HIGH
23,289,7,MEDIUM,Production,0,477,HIGH
4,56,1,MEDIUM,Staging,1,584,HIGH
1,130,1,MEDIUM,Development,2,797,HIGH
67,36,2,MEDIUM,Staging,0,267,MEDIUM
5,74,0,MEDIUM,Staging,0,152,MEDIUM
40,299,1,LOW,Staging,0,461,LOW
32,216,3,MEDIUM,Production,0,101,MEDIUM
60,286,0,LOW,Staging,2,142,MEDIUM
3,19,0,MEDIUM,Staging,0,688,HIGH
82,208,8,ADMIN,Development,0,755,MEDIUM
66,264,3,MEDIUM,Production,0,479,MEDIUM
1,119,2,LOW,Staging,0,95,MEDIUM
7,224,1,LOW,Testing,0,589,LOW
7,102,4,HIGH,Production,2,290,HIGH
2,294,7,MEDIUM,Production,0,285,HIGH
41,252,3,LOW,Production,0,892,MEDIUM
1,281,2,ADMIN,Development,0,303,HIGH
2,265,2,ADMIN,Production,0,586,HIGH
165,48,1,LOW,Testing,0,647,LOW
90,298,3,LOW,Development,2,596,MEDIUM
31,173,1,HIGH,Production,3,89,HIGH
7,26,0,ADMIN,Testing,0,866,MEDIUM
106,126,6,MEDIUM,Testing,0,103,MEDIUM
47,294,7,LOW,Production,0,23,MEDIUM
10,123,1,MEDIUM,Development,0,462,LOW
125,222,2,ADMIN,Staging,0,102,MEDIUM
160,353,2,LOW,Development,2,673,LOW
4,272,1,MEDIUM,Staging,1,513,HIGH
81,99,2,MEDIUM,Staging,0,232,MEDIUM
1,287,6,MEDIUM,Staging,0,344,HIGH
171,178,2,LOW,Development,0,892,LOW
4,136,2,LOW,Testing,0,92,MEDIUM
32,90,1,LOW,Development,1,586,LOW
2,136,6,ADMIN,Production,0,16,HIGH
50,157,3,MEDIUM,Production,1,455,HIGH
3,46,1,LOW,Production,0,516,HIGH
6,180,2,HIGH,Production,0,507,HIGH
6,235,3,MEDIUM,Testing,0,468,MEDIUM
90,79,5,MEDIUM,Testing,0,83,MEDIUM
156,139,4,HIGH,Testing,0,483,MEDIUM
3,212,7,HIGH,Production,0,527,HIGH
131,108,1,MEDIUM,Staging,0,434,LOW
11,327,2,HIGH,Testing,0,760,MEDIUM
56,145,3,LOW,Production,0,131,MEDIUM
66,238,1,HIGH,Development,1,444,MEDIUM
86,34,2,LOW,Staging,0,825,LOW
16,51,4,LOW,Production,3,191,HIGH
2,96,1,HIGH,Development,0,730,HIGH
8,52,3,MEDIUM,Production,0,522,HIGH
1,229,2,ADMIN,Staging,0,623,HIGH
9,244,4,LOW,Testing,0,773,MEDIUM
3,54,5,HIGH,Production,0,910,HIGH
47,146,4,HIGH,Testing,0,846,MEDIUM
10,173,2,ADMIN,Production,0,28,HIGH
24,240,2,LOW,Production,0,237,MEDIUM
66,316,2,ADMIN,Production,1,137,HIGH
61,275,1,HIGH,Testing,0,237,LOW
42,345,3,ADMIN,Development,0,808,MEDIUM
4,151,1,ADMIN,Staging,0,223,HIGH
68,197,3,ADMIN,Testing,0,569,MEDIUM
55,183,0,MEDIUM,Staging,0,126,LOW
51,209,5,HIGH,Staging,1,402,HIGH
96,333,2,MEDIUM,Development,0,805,LOW
65,148,2,HIGH,Development,0,72,LOW
82,162,5,LOW,Staging,0,108,LOW
66,207,3,LOW,Staging,0,688,LOW
2,167,0,HIGH,Testing,0,784,HIGH
63,63,1,MEDIUM,Staging,0,350,LOW
100,253,1,HIGH,Staging,0,244,MEDIUM
4,328,0,HIGH,Production,0,617,HIGH
12,190,4,LOW,Production,0,478,MEDIUM
7,257,2,LOW,Production,0,829,HIGH
5,250,1,HIGH,Staging,2,547,HIGH
84,167,3,LOW,Development,0,397,LOW
20,76,5,MEDIUM,Development,0,533,MEDIUM
2,335,5,ADMIN,Production,0,152,HIGH
161,206,2,LOW,Production,0,371,MEDIUM
84,209,5,LOW,Production,0,821,MEDIUM
7,356,1,ADMIN,Staging,0,245,HIGH
23,43,6,MEDIUM,Staging,0,879,MEDIUM
74,211,2,ADMIN,Production,0,517,HIGH
19,40,2,MEDIUM,Production,1,252,HIGH
44,67,2,MEDIUM,Production,0,66,MEDIUM
37,238,4,LOW,Production,0,506,MEDIUM
41,81,3,LOW,Production,0,121,MEDIUM
113,218,6,HIGH,Staging,0,603,MEDIUM
1,137,1,LOW,Testing,0,512,MEDIUM
150,10,6,LOW,Production,1,87,MEDIUM
29,102,1,LOW,Production,0,474,MEDIUM
5,143,4,ADMIN,Development,0,252,HIGH
4,81,5,LOW,Testing,0,632,MEDIUM
27,81,8,MEDIUM,Production,0,558,HIGH
45,153,7,LOW,Testing,0,444,LOW
22,88,2,HIGH,Development,0,664,MEDIUM
70,12,2,ADMIN,Staging,0,884,MEDIUM
54,12,1,MEDIUM,Production,0,686,MEDIUM
100,154,5,LOW,Production,0,38,MEDIUM
13,99,1,MEDIUM,Staging,0,176,MEDIUM
28,31,0,LOW,Staging,1,236,MEDIUM
85,284,4,MEDIUM,Testing,0,807,MEDIUM
13,84,2,LOW,Staging,0,836,MEDIUM
39,47,1,MEDIUM,Production,0,459,MEDIUM
6,29,0,HIGH,Production,0,513,HIGH
6,8,1,LOW,Production,0,892,MEDIUM
70,93,1,LOW,Staging,0,239,LOW
12,78,3,MEDIUM,Development,0,944,MEDIUM
27,118,0,MEDIUM,Staging,0,167,MEDIUM
6,362,0,ADMIN,Production,0,240,HIGH
2,328,0,MEDIUM,Testing,0,866,MEDIUM
28,65,1,ADMIN,Development,0,885,MEDIUM
83,346,1,ADMIN,Development,2,815,MEDIUM
1,253,3,LOW,Development,1,208,MEDIUM
136,30,1,ADMIN,Testing,0,560,LOW
52,184,3,ADMIN,Production,0,854,HIGH
7,89,0,LOW,Production,0,412,MEDIUM
118,327,5,HIGH,Production,0,87,HIGH
3,55,2,MEDIUM,Production,0,819,HIGH
22,302,4,HIGH,Production,1,666,HIGH
1,292,2,ADMIN,Development,0,811,HIGH
13,69,2,HIGH,Development,0,945,MEDIUM
1,146,3,MEDIUM,Production,0,242,HIGH
54,91,0,LOW,Production,0,479,LOW
8,11,6,ADMIN,Development,0,502,MEDIUM
90,29,2,MEDIUM,Production,0,137,MEDIUM
8,238,1,LOW,Staging,0,97,LOW
117,102,4,MEDIUM,Production,0,663,MEDIUM
108,51,1,HIGH,Testing,0,841,MEDIUM
60,199,2,ADMIN,Staging,0,435,MEDIUM
5,24,4,HIGH,Testing,1,833,HIGH
2,45,4,MEDIUM,Development,0,635,MEDIUM
9,113,2,LOW,Production,0,278,MEDIUM
58,257,4,MEDIUM,Development,0,464,LOW
17,116,1,ADMIN,Production,0,433,HIGH
13,362,1,LOW,Production,0,8,MEDIUM
6,201,3,LOW,Production,0,803,HIGH
5,219,0,LOW,Production,0,668,MEDIUM
5,109,2,HIGH,Production,0,389,HIGH
47,68,3,HIGH,Development,0,244,MEDIUM
1,191,4,ADMIN,Production,0,589,HIGH
41,6,4,LOW,Development,0,46,LOW
8,220,0,HIGH,Production,1,238,HIGH
14,226,3,MEDIUM,Production,0,419,HIGH
13,244,5,HIGH,Production,0,799,HIGH
24,112,2,LOW,Development,0,617,LOW
26,87,3,LOW,Production,0,894,MEDIUM
18,12,4,HIGH,Production,0,589,HIGH
173,217,4,HIGH,Development,0,563,MEDIUM
4,32,4,HIGH,Testing,0,171,HIGH
82,261,4,ADMIN,Production,0,585,HIGH
40,105,4,ADMIN,Production,0,97,HIGH
7,301,1,ADMIN,Production,0,740,HIGH
121,155,3,MEDIUM,Production,0,713,MEDIUM
32,33,3,MEDIUM,Development,1,454,LOW
162,143,3,MEDIUM,Development,0,60,LOW
3,242,2,HIGH,Production,2,400,HIGH
134,271,2,ADMIN,Production,0,929,HIGH
6,335,2,LOW,Testing,0,209,MEDIUM
167,212,3,HIGH,Testing,0,905,MEDIUM
24,206,1,LOW,Development,0,429,LOW
51,10,2,HIGH,Production,0,680,HIGH
72,46,0,MEDIUM,Production,0,438,MEDIUM
11,68,0,HIGH,Testing,0,141,MEDIUM
113,216,1,LOW,Production,1,275,MEDIUM
72,172,8,LOW,Staging,0,901,LOW
175,74,1,LOW,Production,0,387,LOW
12,5,1,MEDIUM,Staging,1,588,MEDIUM
70,230,0,HIGH,Production,1,305,HIGH
6,218,1,MEDIUM,Staging,0,721,MEDIUM
122,360,1,MEDIUM,Production,1,527,MEDIUM
23,365,2,LOW,Production,0,207,MEDIUM
82,320,7,LOW,Testing,0,604,LOW
7,26,6,MEDIUM,Development,0,542,MEDIUM
8,233,6,LOW,Staging,0,422,MEDIUM
89,281,1,ADMIN,Development,0,571,LOW
62,191,5,ADMIN,Production,0,313,HIGH
123,127,0,MEDIUM,Development,0,545,LOW
3,3,5,ADMIN,Production,0,55,HIGH
84,35,6,HIGH,Production,0,672,HIGH
2,265,4,ADMIN,Production,0,160,HIGH
68,330,1,HIGH,Testing,0,309,MEDIUM
17,364,3,HIGH,Development,0,192,MEDIUM
168,53,3,HIGH,Staging,0,932,MEDIUM
28,68,5,LOW,Production,0,679,HIGH
1,270,2,HIGH,Staging,0,496,HIGH
50,158,2,HIGH,Development,0,172,LOW
23,208,0,ADMIN,Staging,0,506,MEDIUM
19,295,4,HIGH,Production,0,51,HIGH
26,108,2,MEDIUM,Development,0,754,MEDIUM
49,139,2,MEDIUM,Development,0,772,LOW
35,241,2,MEDIUM,Testing,0,780,LOW
3,356,1,HIGH,Production,0,889,HIGH
2,38,2,MEDIUM,Production,0,6,HIGH
4,318,1,MEDIUM,Staging,0,621,MEDIUM
23,301,1,ADMIN,Production,1,17,HIGH
93,128,3,MEDIUM,Production,0,564,MEDIUM
29,83,4,LOW,Development,0,45,LOW
171,11,3,MEDIUM,Staging,0,17,MEDIUM
10,224,3,MEDIUM,Development,0,213,MEDIUM
34,240,1,MEDIUM,Production,1,520,MEDIUM
63,22,2,ADMIN,Testing,0,700,MEDIUM
84,145,5,MEDIUM,Production,0,209,MEDIUM
37,284,1,ADMIN,Production,0,171,MEDIUM
11,152,8,LOW,Production,0,693,MEDIUM
88,244,2,LOW,Testing,0,733,LOW
74,328,5,MEDIUM,Staging,0,773,MEDIUM
15,249,4,MEDIUM,Development,3,140,HIGH
120,71,3,LOW,Testing,0,552,LOW
44,25,1,LOW,Staging,1,407,LOW
7,272,5,MEDIUM,Staging,0,653,HIGH
86,304,0,HIGH,Production,0,829,MEDIUM
6,81,3,HIGH,Production,0,476,HIGH
85,96,7,MEDIUM,Production,0,643,MEDIUM
154,339,1,MEDIUM,Production,1,650,MEDIUM
69,169,1,LOW,Production,0,575,LOW
71,146,5,MEDIUM,Development,1,785,MEDIUM
27,64,2,ADMIN,Staging,0,327,HIGH
82,159,2,MEDIUM,Production,0,15,MEDIUM
7,33,1,ADMIN,Staging,0,77,HIGH
45,47,2,LOW,Staging,1,328,MEDIUM
4,39,1,MEDIUM,Production,0,319,HIGH
7,349,4,MEDIUM,Production,0,944,HIGH
67,269,3,LOW,Production,0,450,MEDIUM
26,64,2,ADMIN,Testing,0,335,MEDIUM
20,240,0,MEDIUM,Production,0,253,MEDIUM
122,329,0,HIGH,Testing,0,31,MEDIUM
85,310,3,MEDIUM,Production,0,703,MEDIUM
114,69,1,MEDIUM,Development,0,840,LOW
86,133,1,HIGH,Staging,0,247,MEDIUM
6,352,1,HIGH,Production,0,262,HIGH
79,151,0,LOW,Production,2,511,MEDIUM
27,165,5,HIGH,Production,0,280,HIGH
51,312,3,LOW,Production,0,231,MEDIUM
6,222,8,LOW,Development,0,159,MEDIUM
14,260,3,MEDIUM,Testing,0,412,MEDIUM
31,27,1,MEDIUM,Production,0,348,MEDIUM
3,20,3,LOW,Production,0,309,HIGH
173,243,4,LOW,Production,0,176,MEDIUM
2,21,1,MEDIUM,Production,0,829,HIGH
16,230,1,ADMIN,Production,0,666,HIGH
84,307,4,LOW,Production,0,940,MEDIUM
31,339,1,MEDIUM,Production,1,798,MEDIUM
123,52,0,MEDIUM,Testing,0,566,LOW
29,148,2,ADMIN,Production,0,262,HIGH
180,84,0,HIGH,Development,0,610,LOW
7,204,3,HIGH,Testing,0,717,HIGH
44,280,3,HIGH,Production,0,678,HIGH
34,103,3,HIGH,Production,0,662,HIGH
20,220,3,MEDIUM,Staging,0,585,MEDIUM
170,228,1,MEDIUM,Production,0,127,MEDIUM
21,4,0,MEDIUM,Development,0,927,LOW
52,268,6,MEDIUM,Staging,0,774,MEDIUM
13,3,0,ADMIN,Production,0,462,HIGH
17,213,1,HIGH,Staging,0,114,MEDIUM
80,242,6,ADMIN,Development,0,825,MEDIUM
58,120,4,LOW,Production,1,893,MEDIUM
96,153,4,LOW,Development,0,943,LOW
9,25,2,HIGH,Staging,0,233,HIGH
48,299,4,HIGH,Development,0,848,MEDIUM
12,79,2,MEDIUM,Production,0,376,HIGH
18,182,4,MEDIUM,Staging,0,712,MEDIUM
172,294,1,ADMIN,Production,0,349,MEDIUM
3,316,1,HIGH,Production,0,897,HIGH
89,72,1,LOW,Production,0,866,LOW
45,226,3,MEDIUM,Testing,0,550,LOW
50,218,3,MEDIUM,Production,3,708,HIGH
51,203,3,LOW,Production,1,288,MEDIUM
1,330,1,MEDIUM,Development,0,738,MEDIUM
7,228,1,MEDIUM,Production,0,417,HIGH
158,47,2,MEDIUM,Development,0,306,LOW
50,304,4,ADMIN,Production,2,161,HIGH
28,258,6,MEDIUM,Staging,0,160,MEDIUM
9,140,5,LOW,Testing,0,647,MEDIUM
22,133,0,LOW,Production,0,435,MEDIUM
65,232,3,MEDIUM,Production,0,72,MEDIUM
25,312,4,LOW,Staging,0,176,MEDIUM
25,269,0,MEDIUM,Production,0,22,MEDIUM
1,59,6,MEDIUM,Production,0,622,HIGH
3,291,3,HIGH,Development,0,664,HIGH
1,206,1,HIGH,Staging,0,615,HIGH
61,74,1,LOW,Development,0,241,LOW
168,24,1,ADMIN,Staging,0,435,MEDIUM
119,98,1,MEDIUM,Production,0,18,MEDIUM
175,112,0,MEDIUM,Production,0,652,MEDIUM
29,330,0,HIGH,Development,0,622,MEDIUM
6,160,1,HIGH,Production,0,219,HIGH
174,53,4,LOW,Development,2,668,MEDIUM
25,202,4,ADMIN,Production,0,621,HIGH
70,73,1,LOW,Development,2,828,LOW
57,151,0,MEDIUM,Production,0,242,MEDIUM
6,69,3,MEDIUM,Production,0,781,HIGH
26,83,3,HIGH,Production,0,155,HIGH
80,70,2,LOW,Production,0,577,MEDIUM
15,193,5,HIGH,Staging,0,75,HIGH
2,239,5,HIGH,Production,0,818,HIGH
13,324,2,MEDIUM,Staging,0,670,MEDIUM
2,7,6,HIGH,Development,1,83,HIGH
127,51,1,LOW,Production,0,862,LOW
68,105,3,MEDIUM,Staging,1,299,MEDIUM
56,124,7,ADMIN,Development,0,34,MEDIUM
67,363,4,MEDIUM,Production,0,917,MEDIUM
139,212,2,MEDIUM,Development,0,147,LOW
6,66,0,HIGH,Testing,0,230,MEDIUM
147,284,1,MEDIUM,Staging,0,371,LOW
7,156,1,LOW,Production,0,285,MEDIUM
19,203,5,HIGH,Staging,0,319,HIGH
25,66,1,HIGH,Development,0,603,MEDIUM
27,81,3,MEDIUM,Production,0,454,HIGH
